en;ru
"17;5 zoll";
18 zoll;
"18-18;5 zoll";
17 n;
"17;5 n";
18 n;
16 zoll;
"17-17;5 zoll";
"16;5";
"16-16;5 zoll";
15 zoll;
10 zoll;
12 zoll;
"15;5 zoll";
"16;5-17 zoll";
"17;5 nsw";
18 nsw;
17.5 zoll;
großpferd;
50 cm;
60 cm;
150 cm;
40 cm;
45 cm;
55 cm;
65 cm;
70 cm;
s (50-60);
m (60-70);
l (70-80);
12 cm;
standard;
kinder;
10 cm;
erwachsene;
11 cm;
m(sitzgröße 16-17);
"l(sitzgröße 17;5-18)";
m (16 - 17 zoll);
"l (17;5 - 18 zoll)";
dressur/m;
dressur/l;
vielseitigkeit/m;
vielseitigkeit/l;
dr;
vs;
onesize;
einheitsgröße;
wb-hinten;
isländer;
haflinger;
kleinpferd;
m (120 cm);
l (140 cm);
x-kb;
vb ( ca. 40 cm);
wb (ca. 42 cm);
pony (22 cm);
vb (25 cm);
wb (28 cm);
"pony (67;5 cm)";
"wb (72;5 cm)";
xwb;
5 cm;
pony (ca.85-110 cm);
wb (ca.100-120 cm);
pony/vb;
wb/xwb;
großes wb;
pferd;
pfe;
85 cm x 17 cm;
115 cm x 26 cm;
"12;5 cm";
"13;5 cm";
"14;5 cm";
"15;5 cm";
"16;5 cm";
"11;5 cm";
"9;5 cm";
"10;5 cm";
"17;5 cm";
"18;5 cm";
"11;0 cm";
"12;0 cm";
"13;0 cm";
"14;0 cm";
"18;0 cm";
"8;5 cm";
"1 (11-12;5cm)";
"2 (13-14;5cm)";
"15;0 cm";
"16;0 cm";
12.0 cm;
12.5 cm;
13.0 cm;
13.5 cm;
14.0 cm;
15.0 cm;
normal;
gross;
klein;
groß;
original;
200ml;
fein;
grob;
"2;5 mm";
1 mm;
2xl;
xxxl;
xxxxl;
xxs/xs;
53 - 55;
55 - 57;
53-55;
55-57;
einheitsgr;
xs-m;
l-xxl;
m/l;
s (ca. 76 cm);
m (ca. 84 cm);
l (ca. 91 cm);
xl (ca. 101 cm);
3xl;
xxxs;
4xl;
116/122;
128/134;
140/146;
122-128;
110-116;
170-176;
s (116/122);
m (128/146);
176-s;
116-122;
128-134;
98-104;
110/116;
122/128;
36 normal;
36 weit;
37 normal;
37 weit;
38 normal;
38 weit;
39 weit;
40 weit;
41 weit;
42 normal;
42 weit;
43 weit;
44 normal;
44 weit;
45 normal;
45 weit;
46 normal;
46 weit;
"37;5";
"38;5";
"41;5";
29/30;
37 43/34;
37 45/34;
37 45/36;
38 44/35;
38 46/35;
38 46/37;
39 45/36;
39 47/36;
39 47/38;
40 45/36;
40 47/36;
40 47/38;
41 46/37;
41 48/37;
41 48/39;
"8;5";
"4;5";
"5;5";
"6;5";
"7;5";
"9;5";
"10;5";
"2;5";
"11;5";
"42;5";
"44;5";
xl kurz;
xxl kurz;
ls;
ms;
mt;
sm;
ss;
st;
xsm;
eh;
ek;
el;
en;
nh;
nk;
nl;
nn;
seh;
sek;
sel;
sen;
wh;
wk;
wl;
wn;
xwh;
xwk;
xwl;
xwn;
sr;
mr;
xl short;
xs short;
xs medium;
s short;
s medium;
m short;
m medium;
l short;
l medium;
xl medium;
hsh;
35 40/32;
35 44/30;
36 40/33;
36 44/36;
36 45/31;
37 45/32;
37 47/34;
38 46/33;
38 48/34;
38 48/35;
39 47/34;
39 48/34;
39 49/35;
40 48/35;
40 49/34;
40 50/35;
41 49/34;
41 49/36;
41 50/35;
42 50/37;
42 52/38;
"4-4;5";
"5-5;5";
"6-6;5";
"7-7;5";
"8-8;5";
38 45/36;
"38;5 46/33";
"38;5 46/35";
40 47/34;
41 48/35;
38 31/49;
38 33/46;
38 33/49;
38 35/46;
38 35/49;
38 37/46;
39 32/50;
39 34/47;
39 34/50;
39 36/47;
39 36/50;
39 38/47;
"40 32;5/50";
40 34/47;
40 34/50;
40 36/47;
40 36/50;
"4;5 48/34";
5 49/34;
"5;5 49/36";
"5;5 50/35";
6 49/35;
6 50/36;
6 50/37;
6 51/36;
"6;5 50/36";
20 mm;
30 mm;
xxxxxl;
6xs;
5xs;
4xs;
3xs;
2xs;
s (52-55 cm);
m (53-57 cm);
l (58-61 cm);
xl (60-63);
m (55-57);
l (58-60);
s(50-54);
s (50-54);
s/m(50-56);
m/l(55-59);
m (54-58);
l (58-62);
m (54-57);
l (57-60);
s (52-56);
49-54;
s (52-54);
l(58-60);
xs(50-52);
xs (49-51);
xs-s;
m-l;
m (56-58);
xs/s;
s (54-56);
l (59-62);
"6;0";
"7;0";
"8;0";
"9;0";
"10;0";
"3;0";
"4;0";
"5;0";
5-6 jahre;
7-9 jahre;
10-11 jahre;
"11;0";
5/6;
6/7;
7/8;
8/9;
9/10;
10/11;
3 jahre;
5 jahre;
xl/xxl;
s-m;
msh;
38mm;
45mm;
shetty (40 cm);
pony (45 cm);
vb (50 cm);
minishe;
"17;0 cm";
"10;0 cm";
"9;0 cm";
she;
11.5 cm;
14.5 cm;
128-140;
140-152;
152-164;
xl-xxl;
ca. 90-120 cm;
ca. 105-130 cm;
27-30;
31-34;
35-37;
38-40;
41-43;
42-46;
29-35;
32/33;
34/35;
36/37;
38/39;
40/41;
42/43;
44/45;
35-38;
39-42;
43-46;
44-46;
35-40;
41-46;
34-35;
36-37;
38-39;
40-41;
44-45;
42-43;
35/36;
37/38;
39/40;
41/42;
37-41;
35/38;
36-42;
23-28;
42-44;
30-35;
34 x 36 zoll;
34z x 36z;
65 x 65 cm;
75 x 75 cm;
85 x 90 cm;
26z x 26z;
31z x 31z;
"30"" x 30 zoll";
26z x 24z;
"30"" x 32 zoll";
90 x 90 cm;
34 z x 36 z;
75 x 80 cm;
75 x 85 cm;
85 x 85 cm;
30 x 30 zoll;
31 x 32 zoll;
30zx35z;
31zx35z;
"30""x30 zoll";
31z x 30z;
70 cm x 75 cm;
"31"" x 32  zoll";
fullquarter;
quarter;
14 zoll;
"ca. 7;5 cm";
26/32;
26/34;
27/34;
32/32;
32/34;
33/32;
33/34;
34/34;
27/30;
27/32;
28/32;
28/34;
30/30;
30/32;
31/30;
31/32;
31/34;
32/30;
33/30;
34/30;
26/30;
29/32;
29/34;
34/32;
28/30;
30/34;
27/36;
28/36;
29/36;
30/36;
31/36;
32/36;
33/36;
34/36;
36/30;
36/32;
36/34;
36/36;
25/31;
26/31;
27/31;
28/31;
29/31;
30/31;
31/31;
32/31;
33/31;
34/31;
"ca. 1;6 cm";
"3;18cm";
"3;81cm";
"4;45cm";
"5;08cm";
"6;35cm";
"ca. 3;7cm";
"ca. 2;5cm";
"7;62cm";
56 cm;
57 cm;
58 cm;
59 cm;
xxs (51cm);
xs (53cm);
s (53 cm);
m (55 cm);
s (55 cm);
m (57 cm);
l (59 cm);
xl (61 cm);
2 (58-60);
s (55cm);
l/xl (ca. 59cm);
s (73 cm);
l (89 cm);
xl (96 cm);
xxl (104 cm);
"36;5";
1xw (34 cm);
2xw (36 cm);
3xw (37 cm);
4xw (38 cm);
